unit,indic,geo,TIME_PERIOD,OBS_VALUE
HICP2015,CP-HI00,CH,2019-12,101.17
HICP2015,CP-HI00,CH,2020-01,100.8
HICP2015,CP-HI00,CH,2020-02,100.7
HICP2015,CP-HI00,CH,2020-03,100.78
HICP2015,CP-HI00,CH,2020-04,100.87
HICP2015,CP-HI00,CH,2020-05,100.65
HICP2015,CP-HI00,CH,2020-06,100.53
HICP2015,CP-HI00,CH,2020-07,100.63
HICP2015,CP-HI00,CH,2020-08,100.54
HICP2015,CP-HI00,CH,2020-09,100.44
HICP2015,CP-HI00,CH,2020-10,100.45
HICP2015,CP-HI00,CH,2020-11,100.09
HICP2015,CP-HI00,CH,2020-12,100.19
HICP2015,CP-HI00,CH,2021-01,100.24
